Run,OrderedEntry,VariableName,MatrixRow,MatrixColumn,RowEligibleOrder,IndependentOrder,VariableType,LowerBound,UpperBound,Dependency,RowSumEquation,InstanceSHA256
2,43,w_13_15,13,15,3,31,independent,0,1,,w_13_10 + w_13_13 + w_13_15 + w_13_16 = 1,2ee3cf10081837202d5e8fca8fa51f733b39c1b2079f9d197a899c6d1aed8ea7
2,44,w_13_16,13,16,4,NaN,dependent-row-sum,0,1,1 - (w_13_10 + w_13_13 + w_13_15),w_13_10 + w_13_13 + w_13_15 + w_13_16 = 1,2ee3cf10081837202d5e8fca8fa51f733b39c1b2079f9d197a899c6d1aed8ea7
2,45,w_14_14,14,14,1,32,independent,0,1,,w_14_14 + w_14_17 = 1,2ee3cf10081837202d5e8fca8fa51f733b39c1b2079f9d197a899c6d1aed8ea7
2,46,w_14_17,14,17,2,NaN,dependent-row-sum,0,1,1 - (w_14_14),w_14_14 + w_14_17 = 1,2ee3cf10081837202d5e8fca8fa51f733b39c1b2079f9d197a899c6d1aed8ea7
2,47,w_15_11,15,11,1,33,independent,0,1,,w_15_11 + w_15_13 + w_15_15 + w_15_18 = 1,2ee3cf10081837202d5e8fca8fa51f733b39c1b2079f9d197a899c6d1aed8ea7
2,48,w_15_13,15,13,2,34,independent,0,1,,w_15_11 + w_15_13 + w_15_15 + w_15_18 = 1,2ee3cf10081837202d5e8fca8fa51f733b39c1b2079f9d197a899c6d1aed8ea7
2,49,w_15_15,15,15,3,35,independent,0,1,,w_15_11 + w_15_13 + w_15_15 + w_15_18 = 1,2ee3cf10081837202d5e8fca8fa51f733b39c1b2079f9d197a899c6d1aed8ea7
2,50,w_15_18,15,18,4,NaN,dependent-row-sum,0,1,1 - (w_15_11 + w_15_13 + w_15_15),w_15_11 + w_15_13 + w_15_15 + w_15_18 = 1,2ee3cf10081837202d5e8fca8fa51f733b39c1b2079f9d197a899c6d1aed8ea7
2,51,w_16_3,16,3,1,36,independent,0,1,,w_16_3 + w_16_13 + w_16_16 + w_16_20 = 1,2ee3cf10081837202d5e8fca8fa51f733b39c1b2079f9d197a899c6d1aed8ea7
2,52,w_16_13,16,13,2,37,independent,0,1,,w_16_3 + w_16_13 + w_16_16 + w_16_20 = 1,2ee3cf10081837202d5e8fca8fa51f733b39c1b2079f9d197a899c6d1aed8ea7
2,53,w_16_16,16,16,3,38,independent,0,1,,w_16_3 + w_16_13 + w_16_16 + w_16_20 = 1,2ee3cf10081837202d5e8fca8fa51f733b39c1b2079f9d197a899c6d1aed8ea7
2,54,w_16_20,16,20,4,NaN,dependent-row-sum,0,1,1 - (w_16_3 + w_16_13 + w_16_16),w_16_3 + w_16_13 + w_16_16 + w_16_20 = 1,2ee3cf10081837202d5e8fca8fa51f733b39c1b2079f9d197a899c6d1aed8ea7
2,55,w_17_10,17,10,1,39,independent,0,1,,w_17_10 + w_17_14 + w_17_17 + w_17_19 = 1,2ee3cf10081837202d5e8fca8fa51f733b39c1b2079f9d197a899c6d1aed8ea7
2,56,w_17_14,17,14,2,40,independent,0,1,,w_17_10 + w_17_14 + w_17_17 + w_17_19 = 1,2ee3cf10081837202d5e8fca8fa51f733b39c1b2079f9d197a899c6d1aed8ea7
2,57,w_17_17,17,17,3,41,independent,0,1,,w_17_10 + w_17_14 + w_17_17 + w_17_19 = 1,2ee3cf10081837202d5e8fca8fa51f733b39c1b2079f9d197a899c6d1aed8ea7
2,58,w_17_19,17,19,4,NaN,dependent-row-sum,0,1,1 - (w_17_10 + w_17_14 + w_17_17),w_17_10 + w_17_14 + w_17_17 + w_17_19 = 1,2ee3cf10081837202d5e8fca8fa51f733b39c1b2079f9d197a899c6d1aed8ea7
2,59,w_18_1,18,1,1,42,independent,0,1,,w_18_1 + w_18_15 + w_18_18 = 1,2ee3cf10081837202d5e8fca8fa51f733b39c1b2079f9d197a899c6d1aed8ea7
2,60,w_18_15,18,15,2,43,independent,0,1,,w_18_1 + w_18_15 + w_18_18 = 1,2ee3cf10081837202d5e8fca8fa51f733b39c1b2079f9d197a899c6d1aed8ea7
2,61,w_18_18,18,18,3,NaN,dependent-row-sum,0,1,1 - (w_18_1 + w_18_15),w_18_1 + w_18_15 + w_18_18 = 1,2ee3cf10081837202d5e8fca8fa51f733b39c1b2079f9d197a899c6d1aed8ea7
2,62,w_19_4,19,4,1,44,independent,0,1,,w_19_4 + w_19_17 + w_19_19 = 1,2ee3cf10081837202d5e8fca8fa51f733b39c1b2079f9d197a899c6d1aed8ea7
2,63,w_19_17,19,17,2,45,independent,0,1,,w_19_4 + w_19_17 + w_19_19 = 1,2ee3cf10081837202d5e8fca8fa51f733b39c1b2079f9d197a899c6d1aed8ea7
2,64,w_19_19,19,19,3,NaN,dependent-row-sum,0,1,1 - (w_19_4 + w_19_17),w_19_4 + w_19_17 + w_19_19 = 1,2ee3cf10081837202d5e8fca8fa51f733b39c1b2079f9d197a899c6d1aed8ea7
2,65,w_20_5,20,5,1,46,independent,0,1,,w_20_5 + w_20_8 + w_20_16 + w_20_20 = 1,2ee3cf10081837202d5e8fca8fa51f733b39c1b2079f9d197a899c6d1aed8ea7
2,66,w_20_8,20,8,2,47,independent,0,1,,w_20_5 + w_20_8 + w_20_16 + w_20_20 = 1,2ee3cf10081837202d5e8fca8fa51f733b39c1b2079f9d197a899c6d1aed8ea7
2,67,w_20_16,20,16,3,48,independent,0,1,,w_20_5 + w_20_8 + w_20_16 + w_20_20 = 1,2ee3cf10081837202d5e8fca8fa51f733b39c1b2079f9d197a899c6d1aed8ea7
2,68,w_20_20,20,20,4,NaN,dependent-row-sum,0,1,1 - (w_20_5 + w_20_8 + w_20_16),w_20_5 + w_20_8 + w_20_16 + w_20_20 = 1,2ee3cf10081837202d5e8fca8fa51f733b39c1b2079f9d197a899c6d1aed8ea7
3,1,w_1_1,1,1,1,1,independent,0,1,,w_1_1 + w_1_4 + w_1_13 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,2,w_1_4,1,4,2,2,independent,0,1,,w_1_1 + w_1_4 + w_1_13 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,3,w_1_13,1,13,3,NaN,dependent-row-sum,0,1,1 - (w_1_1 + w_1_4),w_1_1 + w_1_4 + w_1_13 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,4,w_2_2,2,2,1,3,independent,0,1,,w_2_2 + w_2_11 + w_2_13 + w_2_16 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,5,w_2_11,2,11,2,4,independent,0,1,,w_2_2 + w_2_11 + w_2_13 + w_2_16 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,6,w_2_13,2,13,3,5,independent,0,1,,w_2_2 + w_2_11 + w_2_13 + w_2_16 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,7,w_2_16,2,16,4,NaN,dependent-row-sum,0,1,1 - (w_2_2 + w_2_11 + w_2_13),w_2_2 + w_2_11 + w_2_13 + w_2_16 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,8,w_3_3,3,3,1,6,independent,0,1,,w_3_3 + w_3_9 + w_3_13 + w_3_19 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,9,w_3_9,3,9,2,7,independent,0,1,,w_3_3 + w_3_9 + w_3_13 + w_3_19 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,10,w_3_13,3,13,3,8,independent,0,1,,w_3_3 + w_3_9 + w_3_13 + w_3_19 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,11,w_3_19,3,19,4,NaN,dependent-row-sum,0,1,1 - (w_3_3 + w_3_9 + w_3_13),w_3_3 + w_3_9 + w_3_13 + w_3_19 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,12,w_4_1,4,1,1,9,independent,0,1,,w_4_1 + w_4_4 + w_4_6 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,13,w_4_4,4,4,2,10,independent,0,1,,w_4_1 + w_4_4 + w_4_6 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,14,w_4_6,4,6,3,NaN,dependent-row-sum,0,1,1 - (w_4_1 + w_4_4),w_4_1 + w_4_4 + w_4_6 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,15,w_5_5,5,5,1,11,independent,0,1,,w_5_5 + w_5_10 + w_5_17 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,16,w_5_10,5,10,2,12,independent,0,1,,w_5_5 + w_5_10 + w_5_17 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,17,w_5_17,5,17,3,NaN,dependent-row-sum,0,1,1 - (w_5_5 + w_5_10),w_5_5 + w_5_10 + w_5_17 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,18,w_6_4,6,4,1,13,independent,0,1,,w_6_4 + w_6_6 + w_6_20 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,19,w_6_6,6,6,2,14,independent,0,1,,w_6_4 + w_6_6 + w_6_20 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,20,w_6_20,6,20,3,NaN,dependent-row-sum,0,1,1 - (w_6_4 + w_6_6),w_6_4 + w_6_6 + w_6_20 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,21,w_7_7,7,7,1,15,independent,0,1,,w_7_7 + w_7_14 + w_7_16 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,22,w_7_14,7,14,2,16,independent,0,1,,w_7_7 + w_7_14 + w_7_16 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,23,w_7_16,7,16,3,NaN,dependent-row-sum,0,1,1 - (w_7_7 + w_7_14),w_7_7 + w_7_14 + w_7_16 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,24,w_8_8,8,8,1,17,independent,0,1,,w_8_8 + w_8_16 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,25,w_8_16,8,16,2,NaN,dependent-row-sum,0,1,1 - (w_8_8),w_8_8 + w_8_16 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,26,w_9_3,9,3,1,18,independent,0,1,,w_9_3 + w_9_9 + w_9_14 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,27,w_9_9,9,9,2,19,independent,0,1,,w_9_3 + w_9_9 + w_9_14 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,28,w_9_14,9,14,3,NaN,dependent-row-sum,0,1,1 - (w_9_3 + w_9_9),w_9_3 + w_9_9 + w_9_14 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,29,w_10_5,10,5,1,20,independent,0,1,,w_10_5 + w_10_10 + w_10_13 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,30,w_10_10,10,10,2,21,independent,0,1,,w_10_5 + w_10_10 + w_10_13 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,31,w_10_13,10,13,3,NaN,dependent-row-sum,0,1,1 - (w_10_5 + w_10_10),w_10_5 + w_10_10 + w_10_13 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,32,w_11_2,11,2,1,22,independent,0,1,,w_11_2 + w_11_11 + w_11_17 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,33,w_11_11,11,11,2,23,independent,0,1,,w_11_2 + w_11_11 + w_11_17 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,34,w_11_17,11,17,3,NaN,dependent-row-sum,0,1,1 - (w_11_2 + w_11_11),w_11_2 + w_11_11 + w_11_17 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,35,w_12_12,12,12,1,24,independent,0,1,,w_12_12 + w_12_17 + w_12_18 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,36,w_12_17,12,17,2,25,independent,0,1,,w_12_12 + w_12_17 + w_12_18 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,37,w_12_18,12,18,3,NaN,dependent-row-sum,0,1,1 - (w_12_12 + w_12_17),w_12_12 + w_12_17 + w_12_18 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,38,w_13_1,13,1,1,26,independent,0,1,,w_13_1 + w_13_2 + w_13_3 + w_13_10 + w_13_13 + w_13_19 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,39,w_13_2,13,2,2,27,independent,0,1,,w_13_1 + w_13_2 + w_13_3 + w_13_10 + w_13_13 + w_13_19 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,40,w_13_3,13,3,3,28,independent,0,1,,w_13_1 + w_13_2 + w_13_3 + w_13_10 + w_13_13 + w_13_19 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,41,w_13_10,13,10,4,29,independent,0,1,,w_13_1 + w_13_2 + w_13_3 + w_13_10 + w_13_13 + w_13_19 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,42,w_13_13,13,13,5,30,independent,0,1,,w_13_1 + w_13_2 + w_13_3 + w_13_10 + w_13_13 + w_13_19 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,43,w_13_19,13,19,6,NaN,dependent-row-sum,0,1,1 - (w_13_1 + w_13_2 + w_13_3 + w_13_10 + w_13_13),w_13_1 + w_13_2 + w_13_3 + w_13_10 + w_13_13 + w_13_19 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,44,w_14_7,14,7,1,31,independent,0,1,,w_14_7 + w_14_9 + w_14_14 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,45,w_14_9,14,9,2,32,independent,0,1,,w_14_7 + w_14_9 + w_14_14 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,46,w_14_14,14,14,3,NaN,dependent-row-sum,0,1,1 - (w_14_7 + w_14_9),w_14_7 + w_14_9 + w_14_14 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,47,w_15_15,15,15,1,33,independent,0,1,,w_15_15 + w_15_18 + w_15_20 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,48,w_15_18,15,18,2,34,independent,0,1,,w_15_15 + w_15_18 + w_15_20 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,49,w_15_20,15,20,3,NaN,dependent-row-sum,0,1,1 - (w_15_15 + w_15_18),w_15_15 + w_15_18 + w_15_20 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,50,w_16_2,16,2,1,35,independent,0,1,,w_16_2 + w_16_7 + w_16_8 + w_16_16 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,51,w_16_7,16,7,2,36,independent,0,1,,w_16_2 + w_16_7 + w_16_8 + w_16_16 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,52,w_16_8,16,8,3,37,independent,0,1,,w_16_2 + w_16_7 + w_16_8 + w_16_16 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,53,w_16_16,16,16,4,NaN,dependent-row-sum,0,1,1 - (w_16_2 + w_16_7 + w_16_8),w_16_2 + w_16_7 + w_16_8 + w_16_16 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,54,w_17_5,17,5,1,38,independent,0,1,,w_17_5 + w_17_11 + w_17_12 + w_17_17 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,55,w_17_11,17,11,2,39,independent,0,1,,w_17_5 + w_17_11 + w_17_12 + w_17_17 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,56,w_17_12,17,12,3,40,independent,0,1,,w_17_5 + w_17_11 + w_17_12 + w_17_17 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,57,w_17_17,17,17,4,NaN,dependent-row-sum,0,1,1 - (w_17_5 + w_17_11 + w_17_12),w_17_5 + w_17_11 + w_17_12 + w_17_17 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,58,w_18_12,18,12,1,41,independent,0,1,,w_18_12 + w_18_15 + w_18_18 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,59,w_18_15,18,15,2,42,independent,0,1,,w_18_12 + w_18_15 + w_18_18 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,60,w_18_18,18,18,3,NaN,dependent-row-sum,0,1,1 - (w_18_12 + w_18_15),w_18_12 + w_18_15 + w_18_18 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,61,w_19_3,19,3,1,43,independent,0,1,,w_19_3 + w_19_13 + w_19_19 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,62,w_19_13,19,13,2,44,independent,0,1,,w_19_3 + w_19_13 + w_19_19 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,63,w_19_19,19,19,3,NaN,dependent-row-sum,0,1,1 - (w_19_3 + w_19_13),w_19_3 + w_19_13 + w_19_19 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,64,w_20_6,20,6,1,45,independent,0,1,,w_20_6 + w_20_15 + w_20_20 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,65,w_20_15,20,15,2,46,independent,0,1,,w_20_6 + w_20_15 + w_20_20 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
3,66,w_20_20,20,20,3,NaN,dependent-row-sum,0,1,1 - (w_20_6 + w_20_15),w_20_6 + w_20_15 + w_20_20 = 1,5cb6739533b4d3cdfe4936f122621dda417e81e4ad24feae39eb4bc368b7acae
4,1,w_1_1,1,1,1,1,independent,0,1,,w_1_1 + w_1_18 + w_1_19 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,2,w_1_18,1,18,2,2,independent,0,1,,w_1_1 + w_1_18 + w_1_19 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,3,w_1_19,1,19,3,NaN,dependent-row-sum,0,1,1 - (w_1_1 + w_1_18),w_1_1 + w_1_18 + w_1_19 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,4,w_2_2,2,2,1,3,independent,0,1,,w_2_2 + w_2_18 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,5,w_2_18,2,18,2,NaN,dependent-row-sum,0,1,1 - (w_2_2),w_2_2 + w_2_18 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,6,w_3_3,3,3,1,4,independent,0,1,,w_3_3 + w_3_8 + w_3_20 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,7,w_3_8,3,8,2,5,independent,0,1,,w_3_3 + w_3_8 + w_3_20 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,8,w_3_20,3,20,3,NaN,dependent-row-sum,0,1,1 - (w_3_3 + w_3_8),w_3_3 + w_3_8 + w_3_20 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,9,w_4_4,4,4,1,6,independent,0,1,,w_4_4 + w_4_6 + w_4_11 + w_4_19 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,10,w_4_6,4,6,2,7,independent,0,1,,w_4_4 + w_4_6 + w_4_11 + w_4_19 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,11,w_4_11,4,11,3,8,independent,0,1,,w_4_4 + w_4_6 + w_4_11 + w_4_19 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,12,w_4_19,4,19,4,NaN,dependent-row-sum,0,1,1 - (w_4_4 + w_4_6 + w_4_11),w_4_4 + w_4_6 + w_4_11 + w_4_19 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,13,w_5_5,5,5,1,9,independent,0,1,,w_5_5 + w_5_8 + w_5_11 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,14,w_5_8,5,8,2,10,independent,0,1,,w_5_5 + w_5_8 + w_5_11 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,15,w_5_11,5,11,3,NaN,dependent-row-sum,0,1,1 - (w_5_5 + w_5_8),w_5_5 + w_5_8 + w_5_11 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,16,w_6_4,6,4,1,11,independent,0,1,,w_6_4 + w_6_6 + w_6_7 + w_6_19 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,17,w_6_6,6,6,2,12,independent,0,1,,w_6_4 + w_6_6 + w_6_7 + w_6_19 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,18,w_6_7,6,7,3,13,independent,0,1,,w_6_4 + w_6_6 + w_6_7 + w_6_19 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,19,w_6_19,6,19,4,NaN,dependent-row-sum,0,1,1 - (w_6_4 + w_6_6 + w_6_7),w_6_4 + w_6_6 + w_6_7 + w_6_19 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,20,w_7_6,7,6,1,14,independent,0,1,,w_7_6 + w_7_7 + w_7_10 + w_7_12 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,21,w_7_7,7,7,2,15,independent,0,1,,w_7_6 + w_7_7 + w_7_10 + w_7_12 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,22,w_7_10,7,10,3,16,independent,0,1,,w_7_6 + w_7_7 + w_7_10 + w_7_12 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,23,w_7_12,7,12,4,NaN,dependent-row-sum,0,1,1 - (w_7_6 + w_7_7 + w_7_10),w_7_6 + w_7_7 + w_7_10 + w_7_12 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,24,w_8_3,8,3,1,17,independent,0,1,,w_8_3 + w_8_5 + w_8_8 + w_8_13 + w_8_15 + w_8_16 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,25,w_8_5,8,5,2,18,independent,0,1,,w_8_3 + w_8_5 + w_8_8 + w_8_13 + w_8_15 + w_8_16 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,26,w_8_8,8,8,3,19,independent,0,1,,w_8_3 + w_8_5 + w_8_8 + w_8_13 + w_8_15 + w_8_16 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,27,w_8_13,8,13,4,20,independent,0,1,,w_8_3 + w_8_5 + w_8_8 + w_8_13 + w_8_15 + w_8_16 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,28,w_8_15,8,15,5,21,independent,0,1,,w_8_3 + w_8_5 + w_8_8 + w_8_13 + w_8_15 + w_8_16 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,29,w_8_16,8,16,6,NaN,dependent-row-sum,0,1,1 - (w_8_3 + w_8_5 + w_8_8 + w_8_13 + w_8_15),w_8_3 + w_8_5 + w_8_8 + w_8_13 + w_8_15 + w_8_16 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,30,w_9_9,9,9,1,22,independent,0,1,,w_9_9 + w_9_11 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,31,w_9_11,9,11,2,NaN,dependent-row-sum,0,1,1 - (w_9_9),w_9_9 + w_9_11 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,32,w_10_7,10,7,1,23,independent,0,1,,w_10_7 + w_10_10 + w_10_20 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,33,w_10_10,10,10,2,24,independent,0,1,,w_10_7 + w_10_10 + w_10_20 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,34,w_10_20,10,20,3,NaN,dependent-row-sum,0,1,1 - (w_10_7 + w_10_10),w_10_7 + w_10_10 + w_10_20 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,35,w_11_4,11,4,1,25,independent,0,1,,w_11_4 + w_11_5 + w_11_9 + w_11_11 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,36,w_11_5,11,5,2,26,independent,0,1,,w_11_4 + w_11_5 + w_11_9 + w_11_11 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,37,w_11_9,11,9,3,27,independent,0,1,,w_11_4 + w_11_5 + w_11_9 + w_11_11 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,38,w_11_11,11,11,4,NaN,dependent-row-sum,0,1,1 - (w_11_4 + w_11_5 + w_11_9),w_11_4 + w_11_5 + w_11_9 + w_11_11 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,39,w_12_7,12,7,1,28,independent,0,1,,w_12_7 + w_12_12 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,40,w_12_12,12,12,2,NaN,dependent-row-sum,0,1,1 - (w_12_7),w_12_7 + w_12_12 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
4,41,w_13_8,13,8,1,29,independent,0,1,,w_13_8 + w_13_13 = 1,61907ccf2476319cc579af37c590667269cbc3d08ab34a4c34b183d265c2f672
